Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,
2024,1,611394,611394,545-557 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Noulboo Korean chicken & pork,551 Flinders Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.9565184,-37.82099397,
2024,6,578319,573333,Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),The Fresh Collective,"Tenancy 8, Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,60,144.9699175,-37.81784465,
2024,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Taxi Kitchen,"Tenancy 29, Level 1 2 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,160,144.9699175,-37.81784465,
2024,11,103957,103957,517-537 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Mr Huang Jin,22 Katherine Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,34,144.9566017,-37.81988483,
2024,11,103957,103957,517-537 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Romo Pizza Bar,21 Katherine Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,25,144.9566017,-37.81988483,
2024,11,103991,103991,520-522 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Kebab Kingz Melbourne Pty Ltd,Ground 520-522 Flinders Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,18,144.9568837,-37.82024345,
2024,11,105294,105294,27-31 King Street MELBOURNE VIC 3000,Melbourne (CBD),State Of Grace,"Basement, Ground, Mezzanine & Level 5 27 King Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,174,144.9569485,-37.81975559,
2024,11,108972,108972,10-22 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Stubby Cafe Bar & Restaurant,Lobby 16 Spencer Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9552421,-37.82050677,
2024,12,103995,103995,492-500 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),K-Rib By Kass Kass,"Shop 1, 500 Flinders Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,56,144.9578288,-37.81999599,
2024,12,103998,103998,452-470 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Upstanding Citizens Flinders,"Shop 3-4, Ground 452 Flinders Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,144.9586011,-37.81946849,
2024,12,103999,103999,The Clarion Gateway Apartments 1-13 William Street MELBOURNE VIC 3000,Melbourne (CBD),Williams Bar & Café,Restaurant 1 William Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9595105,-37.81943285,
2024,12,110091,110091,15-33 William Street MELBOURNE VIC 3000,Melbourne (CBD),Mokaa,"Shop 3-4, 15 William Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,16,144.9591875,-37.8192157,
2024,12,110091,110091,15-33 William Street MELBOURNE VIC 3000,Melbourne (CBD),Sergy Girl,Part Ground 15-33 William Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,22,144.9591875,-37.8192157,
2024,13,106438,106438,14-40 Market Street MELBOURNE VIC 3000,Melbourne (CBD),Simpsons Burgers,Part Ground 40 Market Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.9611339,-37.81848796,
2024,13,108060,108060,19-35 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Koffi Bar,Part Ground 31 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.9617799,-37.81822749,
2024,13,108060,108060,19-35 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Koffi Bar,Part Ground 31 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9617799,-37.81822749,
2024,14,103167,103167,11-15 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),McDonalds,11-15 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,130,144.9644995,-37.81782922,
2024,14,103171,103171,27-29 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Nando's,Ground 27-29 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9643684,-37.81754523,
2024,14,103172,103172,31-39 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Oh! Pho,"Shop 5, 35 Elizabeth Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,73,144.9643315,-37.81741877,
2024,14,103948,103948,325-331 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cuff,Part Ground 325 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.963491,-37.81775826,
2024,14,103948,103948,325-331 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cuff,Part Ground 325 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.963491,-37.81775826,
2024,14,103950,103950,335-339 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Magic Momo Kafe On Flinders,Part Ground 335 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.9632258,-37.81784765,
2024,15,103326,103326,Carlow House 281-291 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Sal's Authentic New York Pizza,"Shop 1, 289 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,32,144.9649678,-37.81719024,
2024,15,103328,103328,River View House 274-282 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Desi Adda,10 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.965095,-37.81763649,
2024,15,103942,103942,253-265 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Journal Cafe,Part Ground 253-265 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.9659028,-37.81706291,
2024,15,103942,103942,253-265 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Mock Turtle Degraves,34 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9659028,-37.81706291,
2024,15,103942,103942,253-265 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafe Andiamo,36-38 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,68,144.9659028,-37.81706291,
2024,15,103943,103943,Punt Hill Apartments 267-275 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Pa Tong,271-273 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,78,144.9654844,-37.81710105,
2024,15,104010,104010,The Empire Apartments 256-268 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Grill'd,15 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,10,144.9656263,-37.8176078,
2024,15,104010,104010,The Empire Apartments 256-268 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),II Tempo,11 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.9656263,-37.8176078,
2024,16,103935,103935,175-177 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Kisume,"Basement, Ground & Level 1 175-177 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,150,144.9686768,-37.81618641,
2024,16,104017,104017,194-196 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Toffee Cafe,Part Ground 196 Flinders Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9681433,-37.81673488,
2024,16,104019,104019,164-170 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Movida Next Door,"Shop 3-4, 164 Flinders Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9690862,-37.81670922,
2024,16,104019,104019,164-170 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Movida,"Shop 5, 1 Hosier Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9690862,-37.81670922,
2024,16,108532,108532,Cavendish House Apartments 27-37 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Gimlet,Ground 33 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9692478,-37.81598753,
2024,17,103591,103591,1-9 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Le Petit Cafe,"Shop 4, 9 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,14,144.9720411,-37.81584246,
2024,17,103592,103592,11-37 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),The French Brasserie,2 Malthouse Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,85,144.9717262,-37.81546152,
2024,17,103592,103592,11-37 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),The Fair Trader Cafe,Part Ground 11 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9717262,-37.81546152,
2024,17,103592,103592,11-37 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Grill'd,83 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,36,144.9717262,-37.81546152,
2024,17,103920,103920,87-89 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Trinket,Part Gnd & Bmt 87 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9713925,-37.81542975,
2024,17,110277,110277,11-15 Duckboard Place MELBOURNE VIC 3000,Melbourne (CBD),Lee Ho Fook,11-15 Duckboard Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9713154,-37.81559017,
2024,18,103918,103918,61-73 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cecconi's Flinders Lane,61 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9725123,-37.81506474,
2024,18,111021,111021,55 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Tom Thumb Espresso,55 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,15,144.9728352,-37.81485549,
2024,18,111021,111021,55 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Tom Thumb Espresso,55 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9728352,-37.81485549,
2024,18,111071,111071,46-74 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Elchi,68 Flinders Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9727209,-37.8154618,
2024,18,111071,111071,46-74 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Little Bang Espresso,Part Level 22 8 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9727209,-37.8154618,
2024,21,579252,579252,559-587 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Spudbar Collins Street 567,"Tenancy 7B, Ground 567 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,16,144.9557275,-37.81902044,
2024,21,606461,606461,607-623 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Krispy Kreme,Shop 607 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,4,144.95469,-37.81929311,
2024,22,102102,102102,471-485 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Greta,"Tenancy 5-6, Ground 477 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,65,144.9585483,-37.8184145,
2024,22,705123,102104,Podium Rialto 525 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Square One,"Shop 1, Podium 525 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,120,144.9575385,-37.81866171,
2024,22,705123,102104,Podium Rialto 525 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),BAZA MELBOURNE,"Shop 10, Podium 525 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,25,144.9575385,-37.81866171,
2024,22,705123,102104,Podium Rialto 525 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Rustica,"Shop 11, Podium 525 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,21,144.9575385,-37.81866171,
2024,22,705127,102104,South Tower Rialto 525 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Vue de monde / The Lui Bar,Level 55S 525 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9575385,-37.81866171,
2024,22,110092,110092,35-47 William Street MELBOURNE VIC 3000,Melbourne (CBD),@  Cafe 45,Part Ground 45 William Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,25,144.9591221,-37.81858017,
2024,23,102094,102094,389-399 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Collins Coffee House,Part Ground 395 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.961439,-37.8173062,
2024,23,102096,102096,405-407 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bluebag,"Part Ground, Bmt & Part Mezzanine 405-407 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.9611131,-37.81745676,
2024,23,708081,102100,441-447 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Axil Coffee Roasters,"Shop 6, Ground 441 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,45,144.9598686,-37.8180082,
2024,23,708084,102100,433 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),First Love Coffee Collins St,"Shop 4, Ground 433 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.9598686,-37.8180082,
2024,24,102089,102089,327-343 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Strozzi Restaurant,Part Ground 333 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,90,144.9632537,-37.81706704,
2024,24,102091,102091,351-357 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Vapiano,"Tenancy 3-5, 332-340 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,400,144.9627888,-37.81722704,
2024,24,102092,102092,359-373 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cha Ching Eatery,"Tenancy 3, 348 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.9624418,-37.81728432,
2024,24,102092,102092,359-373 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Falcon 367,"Tenancy G5, 367 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,52,144.9624418,-37.81728432,
2024,24,110763,110763,The Mark On Collins Apartments 319-325 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Mensousai Mugen,11 Bligh Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.9636498,-37.81686635,
2024,24,110764,110764,310 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Kim Sing Restaurant,Gnd & Bmt 310 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9636828,-37.81726468,
2024,25,101788,101788,258-260 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafe Vicolino,Shop 17 & 19 Centre Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,44,144.9654744,-37.81664468,
2024,25,101789,101789,252-254 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Ojika Japanese,6 Centre Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,4,144.9655965,-37.8166033,
2024,25,102079,102079,221-231 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Three Drops Espresso,"Shop 6, Ground 227 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,6,144.9663304,-37.81584476,
2024,25,102083,102083,251-257 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Brunetti Oro Flinders Lane,Ground 250 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,300,144.965651,-37.81635062,
2024,25,102083,102083,251-257 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Brunetti Oro Flinders Lane,Ground 250 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.965651,-37.81635062,
2024,26,102073,102073,141-165 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Liminal Melbourne,Lobby 161 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,112,144.9687553,-37.81543178,
2024,26,102078,102078,189 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Box Seafood Restaurant,189 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9677065,-37.81546677,
2024,26,109418,109418,199-209 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Lobby Lounge,Part 205 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9674303,-37.81584777,
2024,28,102058,102058,11 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Mamasita,Level 1 11 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9734622,-37.81377997,
2024,28,102061,102060,Collins Tower 25-45 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Dame Melbourne,"Shop 3, 45 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.972628,-37.81430615,
2024,28,102061,102060,Collins Tower 25-45 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Kenzan Japanese Restaurant,"Shop 13-17, 45 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.972628,-37.81430615,
2024,32,102117,102117,500-514 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Kantina Kartel,"Shop 6, 500 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9574732,-37.81753383,
2024,32,102119,102119,468-478 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),At The George,"Shop 5, Ground 470 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.9583339,-37.81753764,
2024,32,105940,105940,505-515 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Saving Grace,30 Church Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9577989,-37.81719649,
2024,32,105940,105940,505-515 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Saving Grace,30 Church Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9577989,-37.81719649,
2024,33,100729,100729,Metro Apartments Banks Place 18-20 Bank Place MELBOURNE VIC 3000,Melbourne (CBD),Curry Vault,18 Bank Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9605225,-37.81642893,
2024,33,102123,102123,446-452 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Macchiato On Collins,"Unit 2, Ground 446-452 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,34,144.959442,-37.81730302,
2024,33,102124,102124,430-442 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),People's Coffee,Part Ground 440 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9597623,-37.81703239,
2024,33,105935,105935,431 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Tengu Poke,431 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,26,144.9603968,-37.81629333,
2024,33,105936,105936,433 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Dikstein's Corner Bar,433 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,36,144.9603413,-37.81631093,
2024,33,105937,105937,435-443 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Otherside Coffee,"Shop 1, Ground 435 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,4,144.9600859,-37.81638558,
2024,33,105937,105937,435-443 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Intimo,"Shop 3-4, 439-441 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.9600859,-37.81638558,
2024,33,105938,105938,457-469 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Korean Healthy Food BBQ Box,Part Ground 459 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.95955,-37.81660734,
2024,33,105938,105938,457-469 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Korean Healthy Food BBQ Box,Part Ground 459 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.95955,-37.81660734,
2024,33,102131,110666,394 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Bank On Collins,Mezzanine 394 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9610454,-37.81666775,
2024,34,102133,102133,360 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Code Black,"Shop 8A, 360 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9621844,-37.81615528,
2024,34,103176,103176,97-103 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Disciples of Epicurus,16 Equitable Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,22,144.9634979,-37.81592157,
2024,34,103176,103176,97-103 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Disciples of Epicurus,16 Equitable Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,44,144.9634979,-37.81592157,
2024,34,103176,103176,97-103 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Betty's Burgers,97 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,88,144.9634979,-37.81592157,
2024,34,105929,105929,335-349 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Momo Central,347 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9632938,-37.81554941,
2024,34,105929,105929,335-349 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Workers Foodroom,349 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,8,144.9632938,-37.81554941,
2024,34,105930,105930,377-379 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Quando Quando Cucina & Bar,10 Collins Way MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9624391,-37.81585501,
2024,34,110669,110669,353-359 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),11 Inch Pizza,"Shop 6B, 353 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,22,144.9629843,-37.81570426,
2024,34,110669,110669,353-359 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Dodee Paidang Thai Bar And Cafe,Basement 2A 25 Equitable Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9629843,-37.81570426,
2024,34,110669,110669,353-359 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Ilza,"Shop 5B, 353 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9629843,-37.81570426,
2024,35,101098,101098,28-32 Block Place MELBOURNE VIC 3000,Melbourne (CBD),Vespa Rossa,30-32 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,88,144.9644661,-37.81529155,
2024,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Le Petit Chateau,"Shop 9-10, Block Arcade MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,24,144.9644283,-37.81561893,
2024,35,105928,105928,317-321 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Casa Frida,29 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,52,144.9642254,-37.81528948,
2024,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Momo station,"Shop 12, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.9657773,-37.81507697,
2024,35,109268,109268,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Momo station,"Shop 12, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,34,144.9657773,-37.81507697,
2024,36,102148,102148,184-192 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bistrot d'Orsay,184 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9672777,-37.81485585,
2024,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),MORENA,85 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.9707226,-37.81360963,
2024,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Barra,89 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.9707226,-37.81360963,
2024,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Bowls Baby,97 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9707226,-37.81360963,
2024,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Farmer's Daughters,95 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,68,144.9707226,-37.81360963,
2024,37,709873,102161,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Maverick Coffee And Food,95 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9707226,-37.81360963,
2024,38,102172,102172,8 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,Part Ground 8 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9732575,-37.81314231,
2024,38,108982,108982,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Exchange,9-11 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9731836,-37.81260038,
2024,38,108982,108982,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Exchange,9-11 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9731836,-37.81260038,
