Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude,
2024,773,560261,560261,50-56 Lorimer Street DOCKLANDS VIC 3008,Docklands,Hooks At The Yarra,50 River Esplanade DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,60,144.9476471,-37.82461483,
2024,773,560266,560266,58-70 Lorimer Street DOCKLANDS VIC 3008,Docklands,Sassone By The Riverside,66A River Esplanade DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,36,144.9463559,-37.82488025,
2024,773,611696,665148,92-102 Lorimer Street DOCKLANDS VIC 3008,Docklands,The Espressonist,Part 108 River Esplanade DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,70,144.9435506,-37.82438863,
2024,774,600431,600431,816 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Bolte Cafe & Kebab,Part 816 Lorimer Street PORT MELBOURNE VIC 3207,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9309535,-37.82210926,
2024,781,110551,110551,49-89 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Lai Cafe,"Suite 5, 85 Turner Street PORT MELBOURNE VIC 3207",4511,Cafes and Restaurants,Seats - Indoor,20,144.9253775,-37.82304058,
2024,784,110642,110597,3 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Portside Deli,3 Central Boulevard PORT MELBOURNE VIC 3207,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9187862,-37.82221049,
2024,786,602733,110589,1 Phillip Court PORT MELBOURNE VIC 3207,Port Melbourne,24 Atoms,"Unit 4, 1 Phillip Court PORT MELBOURNE VIC 3207",4511,Cafes and Restaurants,Seats - Indoor,34,144.920988,-37.82600955,
2024,787,640573,640573,46-62 Cook Street PORT MELBOURNE VIC 3207,Port Melbourne,Red Rooster Westgate,Part 46 Cook Street PORT MELBOURNE VIC 3207,4511,Cafes and Restaurants,Seats - Indoor,40,144.9171941,-37.82984781,
2024,790,559302,559302,187 Todd Road PORT MELBOURNE VIC 3207,Port Melbourne,Mr & Mrs Pickles,"Part Ground, 187 Todd Road PORT MELBOURNE VIC 3207",4511,Cafes and Restaurants,Seats - Indoor,16,144.9105858,-37.82634273,
2024,790,589462,589462,38-46 Sabre Drive PORT MELBOURNE VIC 3207,Port Melbourne,Sabre Cafe,"Part Unit 2, 42 Sabre Drive PORT MELBOURNE VIC 3207",4511,Cafes and Restaurants,Seats - Outdoor,22,144.9063359,-37.82797655,
2024,801,110325,110325,2 Riverside Quay SOUTHBANK VIC 3006,Southbank,Workshop Brothers,Part Ground 2 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,44,144.963338,-37.82132921,
2024,801,110326,110326,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Hopscotch,"Shop 4, 4 Riverside Quay SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Outdoor,200,144.9633758,-37.82092509,
2024,801,110326,110326,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Soho Restaurant & Bar,Part Ground 4 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,60,144.9633758,-37.82092509,
2024,801,110327,110327,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Ludlow Bar & Dining Room,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,100,144.9638286,-37.82082512,
2024,801,110327,110327,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Ludlow Bar & Dining Room,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,300,144.9638286,-37.82082512,
2024,801,110327,110327,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Asado Bar y Grill,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9638286,-37.82082512,
2024,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Old Man Pho,Part Rear Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9628914,-37.82104029,
2024,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Left Bank Melbourne,Part Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,75,144.9628914,-37.82104029,
2024,801,110336,110336,Riverside Apartments 1 Riverside Quay SOUTHBANK VIC 3006,Southbank,BondStore Cafe,Shop Ground 1 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,60,144.9638744,-37.82193588,
2024,802,575820,575820,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Frankie Walter Peta,"Part Shop 16R, 3 Freshwater Place SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,15,144.9621539,-37.82167833,
2024,802,575820,575820,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Crintis Southbank,Shop 5R & 7R 3 Freshwater Place SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,380,144.9621539,-37.82167833,
2024,802,575820,575820,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Blossom Espresso,"Shop 11R, 3 Freshwater Place SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,26,144.9621539,-37.82167833,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Baci,"Shop 21, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Outdoor,100,144.9586602,-37.82312164,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,SHO Noodles,"Shop 81, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,200,144.9586602,-37.82312164,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Merrywell Bar and Dining / Merrywell Burger Bar,"Shop 86, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,80,144.9586602,-37.82312164,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Lucky Chan's,"Shop 30, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Outdoor,140,144.9586602,-37.82312164,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Gradi @ Crown,"Shop 25, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,200,144.9586602,-37.82312164,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Ging Thai,"Shop 11-12, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Outdoor,90,144.9586602,-37.82312164,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Ging Thai,"Shop 11-12, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,100,144.9586602,-37.82312164,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Bistro Guillaume,"Shop 10, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Outdoor,35,144.9586602,-37.82312164,
2024,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,The Atlantic Restaurant,"Shop 18, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,180,144.9586602,-37.82312164,
2024,804,110542,110484,South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Studio Coffee,Shop F6 20 Convention Centre Place SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,100,144.9523782,-37.82539976,
2024,804,110542,110484,South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Melbourne Cellar Door,Shop TG08 20 Convention Centre Place SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,60,144.9523782,-37.82539976,
2024,804,110542,110484,South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Mad Mex,Shop F8 20 Convention Centre Place SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,28,144.9523782,-37.82539976,
2024,804,110542,110484,South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Melbourne Cellar Door,Shop TG08 20 Convention Centre Place SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,250,144.9523782,-37.82539976,
2024,804,110542,110484,South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Common Man,Shop TG01 39 Dukes Walk SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,59,144.9523782,-37.82539976,
2024,804,623559,110484,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Cafe Orr,Part 2 Convention Centre Place SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9523782,-37.82539976,
2024,804,623559,110484,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Cafe Orr,Part 2 Convention Centre Place SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,54,144.9523782,-37.82539976,
2024,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The General Assembly,29 South Wharf Promenade SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,162,144.9503336,-37.82409302,
2024,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Charlie Lovett,43 South Wharf Promenade SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9503336,-37.82409302,
2024,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Meat Market South Wharf,53 South Wharf Promenade SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,72,144.9503336,-37.82409302,
2024,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,BangPop,35 South Wharf Promenade SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,210,144.9503336,-37.82409302,
2024,806,110343,640947,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,KFC,"Shop 102, Level 1 27 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,75,144.9583427,-37.82559018,
2024,806,110343,640947,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,Mr Hive Kitchen & Bar,"Shop 140, Level 1 27 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,358,144.9583427,-37.82559018,
2024,806,110343,640947,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,McDonalds,"Shop 101, Level 1 27 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,75,144.9583427,-37.82559018,
2024,810,110366,110366,The Summit Concierge Apartments 157-165 City Road SOUTHBANK VIC 3006,Southbank,Mr Summit,Ground 165 City Road SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,19,144.9626782,-37.82425012,
2024,812,110417,110417,Southpoint Apartments 20-22 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Olmate’s Southbank,Ground 20 Kavanagh Street SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,10,144.9658273,-37.82280752,
2024,852,101100,101100,Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004,Melbourne (Remainder),The Terrace,Cafe Royal Botanic Gardens Alexandra Avenue MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,200,144.9803724,-37.83016975,
2024,852,101100,101100,Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Jardin Tan,Restaurant Old Observatory Building Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Outdoor,207,144.9803724,-37.83016975,
2024,852,101100,101100,Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Jardin Tan,Restaurant Old Observatory Building Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,81,144.9803724,-37.83016975,
2024,861,102502,102502,157-159 Domain Road SOUTH YARRA VIC 3141,South Yarra,Matilda 159,Restaurant Ground 159 Domain Road SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9814518,-37.83428436,
2024,861,102503,102503,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Indoor,150,144.9816995,-37.83431735,
2024,861,102504,102504,175-177 Domain Road SOUTH YARRA VIC 3141,South Yarra,Bacash,175-177 Domain Road SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Indoor,100,144.9819451,-37.83430008,
2024,861,102505,102505,179-181 Domain Road SOUTH YARRA VIC 3141,South Yarra,Domain Brasserie,181 Domain Road SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Indoor,45,144.9820363,-37.83431435,
2024,861,102505,102505,179-181 Domain Road SOUTH YARRA VIC 3141,South Yarra,Domain Brasserie,181 Domain Road SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Outdoor,36,144.9820363,-37.83431435,
2024,862,109532,109532,2-14 Hope Street SOUTH YARRA VIC 3141,South Yarra,Bistro Gitan,52W Toorak Road SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9793097,-37.83713808,
2024,870,102178,102178,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Alf's Cafe,"Shop 2-3, 55 Commercial Road MELBOURNE VIC 3004",4511,Cafes and Restaurants,Seats - Indoor,244,144.982664,-37.84633593,
2024,870,102178,102178,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Alf's Cafe,"Shop 2-3, 55 Commercial Road MELBOURNE VIC 3004",4511,Cafes and Restaurants,Seats - Outdoor,130,144.982664,-37.84633593,
2024,870,102178,102178,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Cafe Alfretti,Part Ground 99 Commercial Road MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,40,144.982664,-37.84633593,
2024,871,108652,108652,Victorian School For Deaf Children 583-597 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Tradeblock Cafe,Part Ground 597 St Kilda Road MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,30,144.9819589,-37.84971031,
2024,906,108505,108505,367-377 Royal Parade PARKVILLE VIC 3052,Parkville,Mornin Vietnam,"Shop 1, Ground 369 Royal Parade PARKVILLE VIC 3052",4511,Cafes and Restaurants,Seats - Indoor,35,144.9585626,-37.7849288,
2024,906,108505,108505,367-377 Royal Parade PARKVILLE VIC 3052,Parkville,Parkside,Part Ground 369 Royal Parade PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Outdoor,48,144.9585626,-37.7849288,
2024,913,106772,106772,52 Morrah Street PARKVILLE VIC 3052,Parkville,Cafe Piccolina,52 Morrah Street PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Indoor,20,144.9556719,-37.79525038,
2024,919,103256,103256,Victorian Comprehensive Cancer Centre 301-327 Grattan Street MELBOURNE VIC 3000,Parkville,Sobo Japanese,323 Grattan Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,44,144.9565784,-37.80009421,
2024,920,618951,618951,Royal Womens Hospital 18-22 Flemington Road PARKVILLE VIC 3050,Parkville,Isabella,"Shop 1, 20 Flemington Road PARKVILLE VIC 3050",4511,Cafes and Restaurants,Seats - Indoor,80,144.9550404,-37.79885182,
2024,929,110950,110950,RMH Royal Park Campus 34-56 Poplar Road PARKVILLE VIC 3052,Parkville,Poplar's,Part 34-54 Poplar Road PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9479353,-37.77810275,
2024,931,103908,103908,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,Aruba @ MCRI,"Tenancy 2, Ground 50 Flemington Road PARKVILLE VIC 3052",4511,Cafes and Restaurants,Seats - Indoor,32,144.949547,-37.79372054,
2024,931,103908,103908,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,Parkville Cafe / Chatime,"Tenancy B, Ground 50 Flemington Road PARKVILLE VIC 3052",4511,Cafes and Restaurants,Seats - Indoor,100,144.949547,-37.79372054,
2024,931,103908,103908,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,Sandrock,"Tenancy E, Ground 50 Flemington Road PARKVILLE VIC 3052",4511,Cafes and Restaurants,Seats - Indoor,42,144.949547,-37.79372054,
2024,931,110273,110273,Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,Parkville,Lakeside Bistro And Function Centre,Restaurant Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Outdoor,240,144.9514321,-37.78427658,
2024,1101,108845,108845,Grand Central Apartments 33-71 Spencer Street DOCKLANDS VIC 3008,Docklands,Gaylord Indian Restaurant,Restaurant 33 Spencer Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,50,144.9541587,-37.82020557,
2024,1101,108847,108847,285-313 Spencer Street DOCKLANDS VIC 3008,Docklands,Code 3,"Shop 1, 313 Spencer Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,30,144.9509981,-37.81379938,
2024,1101,110843,110843,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Potto,"Shop 1, Level 1 201 Spencer Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,22,144.951187,-37.81501701,
2024,1101,110843,110843,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Degani @ Southern Cross Station,Shop Ground 163 Spencer Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,45,144.951187,-37.81501701,
2024,1101,110843,110843,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Hungry Jack's,Ground 167 Spencer Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,52,144.951187,-37.81501701,
2024,1101,110843,110843,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Schnitz,"Shop 208A, Level 1 201 Spencer Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,50,144.951187,-37.81501701,
2024,1101,110843,110843,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Starbucks,"Shop 201-203, Level 1 201 Spencer Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,53,144.951187,-37.81501701,
2024,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,My Koala Cafe,"Unit 2, 198 Harbour Esplanade DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,10,144.9449612,-37.81396231,
2024,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Bito Beans,"Unit 10, 198 Harbour Esplanade DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,10,144.9449612,-37.81396231,
2024,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,My Koala Restaurant And Bar,"Unit 1, 198 Harbour Esplanade DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,19,144.9449612,-37.81396231,
2024,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,My Koala Cafe,"Unit 2, 198 Harbour Esplanade DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,14,144.9449612,-37.81396231,
2024,1102,611576,611576,1010 La Trobe Street DOCKLANDS VIC 3008,Docklands,Coffee N All Customs House,Part Ground 1010 La Trobe Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,54,144.9453402,-37.81453857,
2024,1103,669632,573400,673-675 La Trobe Street DOCKLANDS VIC 3008,Docklands,Yummy Hut,"Shop 202, 673 La Trobe Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,20,144.9475368,-37.81486994,
2024,1103,573401,573401,Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008,Docklands,Ichimaki,Shop 1B Concourse 700 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9493733,-37.81733573,
2024,1103,573401,573401,Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008,Docklands,Mr Grazier,Shop 4-5 Concourse 700 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,140,144.9493733,-37.81733573,
2024,1103,599505,573403,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Origami Sushi & Noodles,Shop 8 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,12,144.947217,-37.81817241,
2024,1103,599505,573403,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Capricho Grill,"Shop 1-2, Level 4 750 Bourke Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,30,144.947217,-37.81817241,
2024,1103,599505,573403,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Eatful Dumplings,766 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,12,144.947217,-37.81817241,
2024,1103,599505,573403,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Eatful Dumplings,766 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,12,144.947217,-37.81817241,
2024,1103,599505,573403,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Souperman Cafe and Kitchen,Shop 11 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,14,144.947217,-37.81817241,
2024,1103,599505,573403,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Souperman Cafe and Kitchen,Shop 11 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,20,144.947217,-37.81817241,
2024,1103,632898,632898,706-738 Bourke Street DOCKLANDS VIC 3008,Docklands,Focaccino,Shop 5 Concourse 720 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,22,144.9490176,-37.81792089,
2024,1104,576024,576023,Site One 747-757 Bourke Street DOCKLANDS VIC 3008,Docklands,Chilli India,79 Batmans Hill Drive DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,70,144.9479753,-37.81925128,
2024,1104,576024,576023,Site One 747-757 Bourke Street DOCKLANDS VIC 3008,Docklands,Chilli India,79 Batmans Hill Drive DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,40,144.9479753,-37.81925128,
2024,1104,598658,576023,The Podium Building 2-24 Waterview Walk DOCKLANDS VIC 3008,Docklands,Pizza Hut Docklands,57 Batmans Hill Drive DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,43,144.9479753,-37.81925128,
2024,1104,598658,576023,The Podium Building 2-24 Waterview Walk DOCKLANDS VIC 3008,Docklands,Kebab & Gozleme Cafe,"Unit 3, 22 Waterview Walk DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,30,144.9479753,-37.81925128,
2024,1105,578096,578096,715-727 Bourke Street DOCKLANDS VIC 3008,Docklands,Sunny's Deli,"Shop 24, Level 4 717 Bourke Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,14,144.9502584,-37.81864991,
2024,1105,578096,578096,715-727 Bourke Street DOCKLANDS VIC 3008,Docklands,Sunny's Deli,"Shop 24, Level 4 717 Bourke Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,16,144.9502584,-37.81864991,
2024,1105,605910,605910,695-703 Collins Street DOCKLANDS VIC 3008,Docklands,Sergy Boy,"Shop 1-2, 699 Collins Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,58,144.9515765,-37.82019801,
2024,1105,605910,605910,695-703 Collins Street DOCKLANDS VIC 3008,Docklands,Home Vegan Bar,"Shop 4, 699 Collins Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,33,144.9515765,-37.82019801,
2024,1105,605910,605910,695-703 Collins Street DOCKLANDS VIC 3008,Docklands,Peddler Espresso,"Shop 8, 699 Collins Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,20,144.9515765,-37.82019801,
2024,1105,609488,609488,731-735 Bourke Street DOCKLANDS VIC 3008,Docklands,Platform 28,82 Village Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,90,144.9498213,-37.81921015,
2024,1105,609488,609488,731-735 Bourke Street DOCKLANDS VIC 3008,Docklands,Platform 28,82 Village Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,370,144.9498213,-37.81921015,
2024,1108,604124,604124,816-828 Bourke Street DOCKLANDS VIC 3008,Docklands,Blended Beard,"Shop 9A, 818 Bourke Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,19,144.943969,-37.81927362,
2024,1108,604124,604124,816-828 Bourke Street DOCKLANDS VIC 3008,Docklands,Squires Loft Dockland,"Shop 1, 818 Bourke Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,96,144.943969,-37.81927362,
2024,1108,604124,604124,816-828 Bourke Street DOCKLANDS VIC 3008,Docklands,Squires Loft Dockland,"Shop 1, 818 Bourke Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,34,144.943969,-37.81927362,
2024,1108,609479,609479,The Gauge Site 821-827 Bourke Street DOCKLANDS VIC 3008,Docklands,Coffee Gauge,"Shop 1, 825 Bourke Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,16,144.9441447,-37.82029136,
2024,1108,609480,609480,829-843 Bourke Street DOCKLANDS VIC 3008,Docklands,D G Expresso,63 Merchant Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,27,144.9434599,-37.82044557,
